title,latitude,longitude
681121,0,131.8681
681122,0,132.0513
681123,0,132.2344
681124,0,132.4176
681125,0,132.6007
681126,0,132.7839
681127,0,132.967
681128,0,133.1502
681129,0,133.3333
681130,0,133.5165
681131,0,133.6996
681132,0,133.8828
681133,0,134.0659
681134,0,134.2491
681135,0,134.4322
681136,0,134.6154
681137,0,134.7985
681138,0,134.9817
681139,0,135.1648
681140,0,135.348
681141,0,135.5311
681142,0,135.7143
681143,0,135.8974
681144,0,136.0806
681145,0,136.2637
681146,0,136.4469
681147,0,136.63
681148,0,136.8132
681149,0,136.9963
681150,0,137.1795
681151,0,137.3626
681152,0,137.5458
681153,0,137.7289
681154,0,137.9121
681155,0,138.0952
681156,0,138.2784
681157,0,138.4615
681158,0,138.6447
681159,0,138.8278
681160,0,139.011
681161,0,139.1941
681162,0,139.3773
681163,0,139.5604
681164,0,139.7436
681165,0,139.9267
681166,0,140.1099
681167,0,140.293
681168,0,140.4762
681169,0,140.6593
681170,0,140.8425
681171,0,141.0257
681172,0,141.2088
681173,0,141.3919
681174,0,141.5751
681175,0,141.7582
681176,0,141.9414
681177,0,142.1245
681178,0,142.3077
681179,0,142.4908
681180,0,142.674
681181,0,142.8571
681182,0,143.0403
681183,0,143.2234
681184,0,143.4066
681185,0,143.5898
681186,0,143.7729
681187,0,143.9561
681188,0,144.1392
681189,0,144.3223
681190,0,144.5055
681191,0,144.6886
681192,0,144.8718
681193,0,145.0549
681194,0,145.2381
681195,0,145.4212
681196,0,145.6044
681197,0,145.7876
681198,0,145.9707
681199,0,146.1539
681200,0,146.337
681201,0,146.5202
681202,0,146.7033
681203,0,146.8864
681204,0,147.0696
681205,0,147.2527
681206,0,147.4359
681207,0,147.619
681208,0,147.8022
681209,0,147.9854
681210,0,148.1685
681211,0,148.3517
681212,0,148.5348
681213,0,148.718
681214,0,148.9011
681215,0,149.0843
681216,0,149.2674
681217,0,149.4505
681218,0,149.6337
681219,0,149.8168
681220,0,150
681221,0,150.1832
681222,0,150.3663
681223,0,150.5495
681224,0,150.7326
681225,0,150.9158
681226,0,151.0989
681227,0,151.2821
681228,0,151.4652
681229,0,151.6484
681230,0,151.8315
681231,0,152.0146
681232,0,152.1978
681233,0,152.381
681234,0,152.5641
681235,0,152.7473
681236,0,152.9304
681237,0,153.1136
681238,0,153.2967
681239,0,153.4799
681240,0,153.663
681241,0,153.8462
681242,0,154.0293
681243,0,154.2125
681244,0,154.3956
681245,0,154.5788
681246,0,154.7619
681247,0,154.9451
681248,0,155.1282
681249,0,155.3114
681250,0,155.4945
681251,0,155.6777
681252,0,155.8608
681253,0,156.044
681254,0,156.2271
681255,0,156.4103
681256,0,156.5934
681257,0,156.7766
681258,0,156.9597
681259,0,157.1429
681260,0,157.326
681261,0,157.5092
681262,0,157.6923
681263,0,157.8755
681264,0,158.0586
681265,0,158.2418
681266,0,158.4249
681267,0,158.6081
681268,0,158.7912
681269,0,158.9744
681270,0,159.1575
681271,0,159.3407
681272,0,159.5238
681273,0,159.707
681274,0,159.8901
681275,0,160.0733
681276,0,160.2564
681277,0,160.4396
681278,0,160.6227
681279,0,160.8059
681280,0,160.989
681281,0,161.1722
681282,0,161.3553
681283,0,161.5385
681284,0,161.7216
681285,0,161.9048
681286,0,162.0879
681287,0,162.2711
681288,0,162.4542
681289,0,162.6374
681290,0,162.8205
681291,0,163.0037
681292,0,163.1868
681293,0,163.37
681294,0,163.5531
681295,0,163.7363
681296,0,163.9194
681297,0,164.1026
681298,0,164.2857
681299,0,164.4689
681300,0,164.652
681301,0,164.8352
681302,0,165.0183
681303,0,165.2015
681304,0,165.3846
681305,0,165.5678
681306,0,165.7509
681307,0,165.9341
681308,0,166.1172
681309,0,166.3004
681310,0,166.4835
681311,0,166.6667
681312,0,166.8498
681313,0,167.033
681314,0,167.2161
681315,0,167.3993
681316,0,167.5824
681317,0,167.7656
681318,0,167.9487
681319,0,168.1319
681320,0,168.315
681321,0,168.4982
681322,0,168.6813
681323,0,168.8645
681324,0,169.0476
681325,0,169.2308
681326,0,169.4139
681327,0,169.5971
681328,0,169.7802
681329,0,169.9634
681330,0,170.1465
681331,0,170.3297
681332,0,170.5128
681333,0,170.696
681334,0,170.8791
681335,0,171.0623
681336,0,171.2454
681337,0,171.4286
681338,0,171.6117
681339,0,171.7949
681340,0,171.978
681341,0,172.1612
681342,0,172.3443
681343,0,172.5275
681344,0,172.7106
681345,0,172.8938
681346,0,173.0769
681347,0,173.2601
681348,0,173.4432
681349,0,173.6264
681350,0,173.8095
681351,0,173.9927
681352,0,174.1758
681353,0,174.359
681354,0,174.5421
681355,0,174.7253
681356,0,174.9084
681357,0,175.0916
681358,0,175.2747
681359,0,175.4579
681360,0,175.641
681361,0,175.8242
681362,0,176.0073
681363,0,176.1905
681364,0,176.3736
681365,0,176.5568
681366,0,176.7399
681367,0,176.9231
681368,0,177.1062
681369,0,177.2894
681370,0,177.4725
681371,0,177.6557
681372,0,177.8388
681373,0,178.022
681374,0,178.2051
681375,0,178.3883
681376,0,178.5714
681377,0,178.7546
681378,0,178.9377
681379,0,179.1209
681380,0,179.304
681381,0,179.4872
681382,0,179.6703
681383,0,179.8535
681384,0,180.0366
681385,0,180.2198
681386,0,180.4029
681387,0,180.5861
681388,0,180.7692
681389,0,180.9524
681390,0,181.1355
681391,0,181.3187
681392,0,181.5018
681393,0,181.685
681394,0,181.8681
681395,0,182.0513
681396,0,182.2344
681397,0,182.4176
681398,0,182.6007
681399,0,182.7839
681400,0,182.967

